Referee,date,location,Winner,title_bout,weight_class,Genre,R_fighter,B_fighter,R_age,B_age,ID_peleas,Year
Tom Supnet,2018-07-14,"Boise, Idaho, USA",Red,0,Flyweight,Women,Liz Carmouche,Jennifer Maia,34.0,29.0,1326,2018
Marc Goddard,2018-07-07,"Las Vegas, Nevada, USA",Blue,1,Error,Male,Stipe Miocic,Daniel Cormier,35.0,39.0,1327,2018
Marc Goddard,2018-07-07,"Las Vegas, Nevada, USA",Red,0,Bantamweight,Male,Raphael Assuncao,Rob Font,35.0,31.0,1328,2018
Mark Smith,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Lando Vannata,Drakkar Klose,26.0,30.0,1329,2018
Jason Herzog,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Light heavyweight,Male,Gokhan Saki,Khalil Rountree Jr.,34.0,28.0,1330,2018
Mark Smith,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Uriah Hall,Paulo Costa,33.0,27.0,1331,2018
Herb Dean,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Francis Ngannou,Derrick Lewis,31.0,33.0,1332,2018
Marc Goddard,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Paul Felder,Mike Perry,34.0,26.0,1333,2018
Herb Dean,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Male,Michael Chiesa,Anthony Pettis,30.0,31.0,1334,2018
Mark Smith,2018-07-07,"Las Vegas, Nevada, USA",Red,0,Error,Male,Dan Hooker,Gilbert Burns,28.0,31.0,1335,2018
Jason Herzog,2018-07-07,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Curtis Millender,Max Griffin,30.0,32.0,1336,2018
Jason Herzog,2018-07-07,"Las Vegas, Nevada, USA",Blue,0,Strawweight,Women,Jamie Moyle,Emily Whitmire,29.0,27.0,1337,2018
Herb Dean,2018-07-06,"Las Vegas, Nevada, USA",Blue,1,Peso_Pactado,Male,Jay Cucciniello,Brad Katona,31.0,26.0,1338,2018
Marc Goddard,2018-07-06,"Las Vegas, Nevada, USA",Red,1,Lightweight,Male,Michael Trizano,Joe Giannetti,26.0,23.0,1339,2018
Herb Dean,2018-07-06,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Brad Tavares,Israel Adesanya,30.0,28.0,1340,2018
Herb Dean,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Luis Pena,Richie Smullen,25.0,26.0,1341,2018
Chris Tognoni,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Alessio Di Chirico,Julian Marquez,28.0,28.0,1342,2018
Mark Smith,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Flyweight,Women,Montana De La Rosa,Rachael Ostovich,23.0,27.0,1343,2018
Marc Goddard,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Flyweight,Women,Roxanne Modafferi,Barb Honchak,35.0,38.0,1344,2018
Mark Smith,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Alex Caceres,Martin Bravo,30.0,24.0,1345,2018
Chris Tognoni,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,John Gunther,Allan Zuniga,32.0,26.0,1346,2018
Mark Smith,2018-07-06,"Las Vegas, Nevada, USA",Blue,0,Featherweight,Male,Matt Bessette,Steven Peterson,33.0,28.0,1347,2018
Marc Goddard,2018-07-06,"Las Vegas, Nevada, USA",Blue,0,Featherweight,Male,Tyler Diamond,Bryce Mitchell,27.0,23.0,1348,2018
Chris Tognoni,2018-07-06,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Gerald Meerschaert,Oskar Piechota,30.0,28.0,1349,2018
Thomas Fan,2018-06-23,"Kallang, Singapore",Red,0,Welterweight,Male,Song Kenan,Hector Aldana,28.0,29.0,1350,2018
John Sharp,2018-06-23,"Kallang, Singapore",Red,0,Light heavyweight,Male,Ovince Saint Preux,Tyson Pedro,35.0,26.0,1351,2018
Leon Roberts,2018-06-23,"Kallang, Singapore",Red,0,Welterweight,Male,Li Jingliang,Daichi Abe,30.0,26.0,1352,2018
Steve Perceval,2018-06-23,"Kallang, Singapore",Blue,0,Bantamweight,Male,Teruto Ishihara,Petr Yan,26.0,25.0,1353,2018
Leon Roberts,2018-06-23,"Kallang, Singapore",Blue,0,Error,Male,Donald Cerrone,Leon Edwards,35.0,26.0,1354,2018
Steve Perceval,2018-06-23,"Kallang, Singapore",Blue,0,Flyweight,Women,Jessica-Rose Clark,Jessica Eye,30.0,31.0,1355,2018
Neil Swailes,2018-06-23,"Kallang, Singapore",Blue,0,Error,Male,Felipe Arantes,Song Yadong,30.0,20.0,1356,2018
John Sharp,2018-06-23,"Kallang, Singapore",Blue,0,Featherweight,Male,Rolando Dy,Shane Young,27.0,24.0,1357,2018
Leon Roberts,2018-06-23,"Kallang, Singapore",Blue,0,Welterweight,Male,Shinsho Anzai,Jake Matthews,32.0,23.0,1358,2018
Neil Swailes,2018-06-23,"Kallang, Singapore",Blue,0,Strawweight,Women,Viviane Pereira,Yan Xiaonan,24.0,29.0,1359,2018
John Sharp,2018-06-23,"Kallang, Singapore",Blue,0,Flyweight,Male,Jenel Lausa,Yuta Sasaki,29.0,28.0,1360,2018
Steve Perceval,2018-06-23,"Kallang, Singapore",Red,0,Flyweight,Male,Matt Schnell,Naoki Inoue,28.0,21.0,1361,2018
Thomas Fan,2018-06-23,"Kallang, Singapore",Red,0,Flyweight,Women,Ji Yeon Kim,Melinda Fabian,28.0,30.0,1362,2018
Robert Madrigal,2018-06-09,"Chicago, Illinois, USA",Red,0,Strawweight,Women,Claudia Gadelha,Carla Esparza,29.0,30.0,1363,2018
Robert Madrigal,2018-06-09,"Chicago, Illinois, USA",Blue,0,Error,Male,Andrei Arlovski,Tai Tuivasa,39.0,25.0,1364,2018
Herb Dean,2018-06-09,"Chicago, Illinois, USA",Blue,0,Featherweight,Male,Ricardo Lamas,Mirsad Bektic,36.0,27.0,1365,2018
Herb Dean,2018-06-09,"Chicago, Illinois, USA",Blue,1,Error,Male,Rafael Dos Anjos,Colby Covington,33.0,30.0,1366,2018
Dan Miragliotta,2018-06-09,"Chicago, Illinois, USA",Blue,0,Heavyweight,Male,Alistair Overeem,Curtis Blaydes,38.0,27.0,1367,2018
Dan Miragliotta,2018-06-09,"Chicago, Illinois, USA",Red,0,Middleweight,Male,Robert Whittaker,Yoel Romero,27.0,41.0,1368,2018
Kevin MacDonald,2018-06-09,"Chicago, Illinois, USA",Draw,0,Welterweight,Male,CM Punk,Mike Jackson,39.0,33.0,1369,2018
Kevin MacDonald,2018-06-09,"Chicago, Illinois, USA",Red,0,Error,Women,Holly Holm,Megan Anderson,36.0,28.0,1370,2018
Kevin MacDonald,2018-06-09,"Chicago, Illinois, USA",Blue,0,Error,Male,Rashad Coulter,Chris de la Rocha,36.0,39.0,1371,2018
Dan Miragliotta,2018-06-09,"Chicago, Illinois, USA",Blue,0,Light heavyweight,Male,Rashad Evans,Anthony Smith,38.0,29.0,1372,2018
Kevin MacDonald,2018-06-09,"Chicago, Illinois, USA",Blue,0,Featherweight,Male,Mike Santiago,Dan Ige,28.0,26.0,1373,2018
Herb Dean,2018-06-09,"Chicago, Illinois, USA",Blue,0,Lightweight,Male,Clay Guida,Charles Oliveira,36.0,28.0,1374,2018
Robert Madrigal,2018-06-09,"Chicago, Illinois, USA",Blue,0,Flyweight,Male,Joseph Benavidez,Sergio Pettis,33.0,24.0,1375,2018
Dan Miragliotta,2018-06-01,"Utica, New York, USA",Blue,0,Welterweight,Male,Jake Ellenberger,Ben Saunders,33.0,35.0,1376,2018
Dan Miragliotta,2018-06-01,"Utica, New York, USA",Blue,0,Bantamweight,Male,Jimmie Rivera,Marlon Moraes,28.0,30.0,1377,2018
Todd Ronald Anderson,2018-06-01,"Utica, New York, USA",Blue,0,Error,Male,Nik Lentz,David Teymur,33.0,29.0,1378,2018
Dan Miragliotta,2018-06-01,"Utica, New York, USA",Red,0,Peso_Pactado,Women,Sijara Eubanks,Lauren Murphy,33.0,34.0,1379,2018
Kevin MacDonald,2018-06-01,"Utica, New York, USA",Blue,0,Peso_Pactado,Male,Gian Villante,Sam Alvey,32.0,32.0,1380,2018
Kevin MacDonald,2018-06-01,"Utica, New York, USA",Red,0,Error,Male,Walt Harris,Daniel Spitz,34.0,27.0,1381,2018
Todd Ronald Anderson,2018-06-01,"Utica, New York, USA",Red,0,Featherweight,Male,Julio Arce,Daniel Teymur,28.0,30.0,1382,2018
Todd Ronald Anderson,2018-06-01,"Utica, New York, USA",Red,0,Lightweight,Male,Gregor Gillespie,Vinc Pichel,31.0,35.0,1383,2018
Dan Miragliotta,2018-06-01,"Utica, New York, USA",Blue,0,Flyweight,Male,Jarred Brooks,Jose Torres,25.0,25.0,1384,2018
Dan Miragliotta,2018-06-01,"Utica, New York, USA",Red,0,Lightweight,Male,Desmond Green,Gleison Tibau,28.0,34.0,1385,2018
Kevin MacDonald,2018-06-01,"Utica, New York, USA",Red,0,Welterweight,Male,Belal Muhammad,Chance Rencountre,29.0,31.0,1386,2018
Kevin MacDonald,2018-06-01,"Utica, New York, USA",Blue,0,Error,Male,Johnny Eduardo,Nathaniel Wood,39.0,25.0,1387,2018
Leon Roberts,2018-05-27,"Liverpool, England, United Kingdom",Red,0,Welterweight,Male,Neil Magny,Craig White,30.0,27.0,1388,2018
Marc Goddard,2018-05-27,"Liverpool, England, United Kingdom",Blue,0,Featherweight,Male,Jason Knight,Makwan Amirkhani,25.0,29.0,1389,2018
Marc Goddard,2018-05-27,"Liverpool, England, United Kingdom",Red,0,Peso_Pactado,Women,Lina Lansberg,Gina Mazany,36.0,29.0,1390,2018
Leon Roberts,2018-05-27,"Liverpool, England, United Kingdom",Blue,0,Middleweight,Male,Eric Spicely,Darren Stewart,31.0,27.0,1391,2018
Marc Goddard,2018-05-27,"Liverpool, England, United Kingdom",Blue,0,Error,Male,Stephen Thompson,Darren Till,35.0,25.0,1392,2018
Neil Hall,2018-05-27,"Liverpool, England, United Kingdom",Red,0,Featherweight,Male,Arnold Allen,Mads Burnell,24.0,24.0,1393,2018
Neil Hall,2018-05-27,"Liverpool, England, United Kingdom",Red,0,Welterweight,Male,Claudio Silva,Nordine Taleb,35.0,36.0,1394,2018
Daniel Movahedi,2018-05-27,"Liverpool, England, United Kingdom",Blue,0,Middleweight,Male,Daniel Kelly,Tom Breese,40.0,26.0,1395,2018
Leon Roberts,2018-05-27,"Liverpool, England, United Kingdom",Blue,0,Welterweight,Male,Brad Scott,Carlo Pedersoli Jr.,28.0,24.0,1396,2018
Neil Hall,2018-05-27,"Liverpool, England, United Kingdom",Red,0,Flyweight,Women,Gillian Robertson,Molly McCann,23.0,28.0,1397,2018
Daniel Movahedi,2018-05-27,"Liverpool, England, United Kingdom",Red,0,Middleweight,Male,Elias Theodorou,Trevor Smith,29.0,37.0,1398,2018
Marc Goddard,2018-05-19,"Santiago, Chile",Blue,0,Error,Male,Jared Cannonier,Dominick Reyes,34.0,28.0,1399,2018
Camila Albuquerque,2018-05-19,"Santiago, Chile",Blue,0,Peso_Pactado,Women,Alexa Grasso,Tatiana Suarez,24.0,27.0,1400,2018
Leon Roberts,2018-05-19,"Santiago, Chile",Blue,0,Peso_Pactado,Male,Diego Rivas,Guido Cannetti,26.0,38.0,1401,2018
No especificado,2018-05-19,"Santiago, Chile",Blue,0,Peso_Pactado,Male,Zak Cummings,Michel Prazeres,33.0,36.0,1402,2018
Camila Albuquerque,2018-05-19,"Santiago, Chile",Blue,0,Flyweight,Women,Veronica Macedo,Andrea Lee,22.0,29.0,1403,2018
Leon Roberts,2018-05-19,"Santiago, Chile",Blue,0,Welterweight,Male,Demian Maia,Kamaru Usman,40.0,31.0,1404,2018
Marc Goddard,2018-05-19,"Santiago, Chile",Red,0,Welterweight,Male,Vicente Luque,Chad Laprise,26.0,31.0,1405,2018
Marc Goddard,2018-05-19,"Santiago, Chile",Blue,0,Flyweight,Male,Brandon Moreno,Alexandre Pantoja,24.0,28.0,1406,2018
Camila Albuquerque,2018-05-19,"Santiago, Chile",Red,0,Strawweight,Women,Poliana Botelho,Syuri Kondo,29.0,29.0,1407,2018
Osiris Maia,2018-05-19,"Santiago, Chile",Red,0,Peso_Pactado,Male,Gabriel Benitez,Humberto Bandenay,29.0,23.0,1408,2018
Leon Roberts,2018-05-19,"Santiago, Chile",Red,0,Peso_Pactado,Male,Enrique Barzola,Brandon Davis,29.0,28.0,1409,2018
Osiris Maia,2018-05-19,"Santiago, Chile",Red,0,Lightweight,Male,Claudio Puelles,Felipe Silva,22.0,34.0,1410,2018
No especificado,2018-05-19,"Santiago, Chile",Blue,0,Bantamweight,Male,Henry Briones,Frankie Saenz,37.0,37.0,1411,2018
Osiris Maia,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Lightweight,Male,Davi Ramos,Nick Hein,31.0,34.0,1412,2018
Leon Roberts,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,0,Middleweight,Male,Jacare Souza,Kelvin Gastelum,38.0,26.0,1413,2018
Marc Goddard,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,1,Peso_Pactado,Women,Amanda Nunes,Raquel Pennington,29.0,29.0,1414,2018
Fernando Portella,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Middleweight,Male,Cezar Ferreira,Karl Roberson,33.0,27.0,1415,2018
Osiris Maia,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Strawweight,Women,Mackenzie Dern,Amanda Cooper,25.0,26.0,1416,2018
Leon Roberts,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Error,Male,John Lineker,Brian Kelleher,27.0,31.0,1417,2018
Marc Goddard,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,0,Middleweight,Male,Vitor Belfort,Lyoto Machida,41.0,39.0,1418,2018
Leon Roberts,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Error,Male,Aleksei Oleinik,Junior Albini,40.0,27.0,1419,2018
Fernando Portella,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Error,Male,Elizeu Zaleski dos Santos,Sean Strickland,31.0,27.0,1420,2018
Eduardo Herdy,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,0,Welterweight,Male,Alberto Mina,Ramazan Emeev,36.0,30.0,1421,2018
Marc Goddard,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Blue,0,Middleweight,Male,Thales Leites,Jack Hermansson,36.0,29.0,1422,2018
Osiris Maia,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Welterweight,Male,Warlley Alves,Sultan Aliev,27.0,33.0,1423,2018
Fernando Portella,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",Red,0,Error,Male,Markus Perez,James Bochnovic,29.0,29.0,1424,2018
Liam Kerrigan,2018-04-21,"Atlantic City, New Jersey, USA",Blue,0,Bantamweight,Male,Merab Dvalishvili,Ricky Simon,27.0,25.0,1425,2018
Marc Goddard,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Peso_Pactado,Male,Justin Willis,Chase Sherman,30.0,28.0,1426,2018
Marc Goddard,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Error,Male,Frankie Edgar,Cub Swanson,36.0,34.0,1427,2018
Gary Copeland,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Error,Male,David Branch,Thiago Santos,36.0,34.0,1428,2018
Marc Goddard,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Welterweight,Male,Ryan LaFlare,Alex Garcia,34.0,30.0,1429,2018
Keith Peterson,2018-04-21,"Atlantic City, New Jersey, USA",Blue,0,Error,Male,Edson Barboza,Kevin Lee,32.0,25.0,1430,2018
Gary Copeland,2018-04-21,"Atlantic City, New Jersey, USA",Blue,0,Lightweight,Male,Jim Miller,Dan Hooker,34.0,28.0,1431,2018
Liam Kerrigan,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Bantamweight,Male,Aljamain Sterling,Brett Johns,28.0,26.0,1432,2018
Gary Copeland,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Welterweight,Male,Siyar Bahadurzada,Luan Chagas,34.0,24.0,1433,2018
Marc Goddard,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Light heavyweight,Male,Corey Anderson,Patrick Cummins,28.0,37.0,1434,2018
Liam Kerrigan,2018-04-21,"Atlantic City, New Jersey, USA",Red,0,Welterweight,Male,Anthony Rocco Martin,Keita Nakamura,28.0,33.0,1435,2018
Chris Tognoni,2018-04-14,"Glendale, Arizona, USA",Red,0,Error,Women,Michelle Waterson,Cortney Casey,32.0,30.0,1436,2018
Herb Dean,2018-04-14,"Glendale, Arizona, USA",Red,0,Lightweight,Male,Dustin Poirier,Justin Gaethje,29.0,29.0,1437,2018
Nic Jones,2018-04-14,"Glendale, Arizona, USA",Blue,0,Flyweight,Male,Wilson Reis,John Moraga,33.0,34.0,1438,2018
Herb Dean,2018-04-14,"Glendale, Arizona, USA",Red,0,Middleweight,Male,Israel Adesanya,Marvin Vettori,28.0,24.0,1439,2018
Al Guinee,2018-04-14,"Glendale, Arizona, USA",Blue,0,Middleweight,Male,Krzysztof Jotko,Brad Tavares,28.0,30.0,1440,2018
Chris Tognoni,2018-04-14,"Glendale, Arizona, USA",Blue,0,Welterweight,Male,Carlos Condit,Alex Oliveira,33.0,30.0,1441,2018
Chris Tognoni,2018-04-14,"Glendale, Arizona, USA",Red,0,Welterweight,Male,Muslim Salikhov,Ricky Rainey,33.0,34.0,1442,2018
Herb Dean,2018-04-14,"Glendale, Arizona, USA",Blue,0,Middleweight,Male,Tim Boetsch,Antonio Carlos Junior,37.0,28.0,1443,2018
Nic Jones,2018-04-14,"Glendale, Arizona, USA",Red,0,Peso_Pactado,Male,Gilbert Burns,Dan Moret,31.0,31.0,1444,2018
No especificado,2018-04-14,"Glendale, Arizona, USA",Blue,0,Flyweight,Women,Shana Dobson,Lauren Mueller,29.0,26.0,1445,2018
Nic Jones,2018-04-14,"Glendale, Arizona, USA",Blue,0,Error,Male,Matthew Lopez,Alejandro Perez,31.0,28.0,1446,2018
Nic Jones,2018-04-14,"Glendale, Arizona, USA",Blue,0,Welterweight,Male,Dhiego Lima,Yushin Okami,29.0,36.0,1447,2018
Al Guinee,2018-04-14,"Glendale, Arizona, USA",Red,0,Bantamweight,Male,Luke Sanders,Patrick Williams,32.0,36.0,1448,2018
Al Guinee,2018-04-14,"Glendale, Arizona, USA",Blue,0,Error,Male,Arjan Bhullar,Adam Wieczorek,31.0,26.0,1449,2018
Rob Hinds,2018-04-07,"Brooklyn, New York, USA",Red,0,Featherweight,Male,Zabit Magomedsharipov,Kyle Bochniak,27.0,31.0,1450,2018
Keith Peterson,2018-04-07,"Brooklyn, New York, USA",Red,0,Strawweight,Women,Karolina Kowalkiewicz,Felice Herrig,32.0,33.0,1451,2018
Todd Ronald Anderson,2018-04-07,"Brooklyn, New York, USA",Red,0,Peso_Pactado,Male,Renato Moicano,Calvin Kattar,28.0,30.0,1452,2018
Dan Miragliotta,2018-04-07,"Brooklyn, New York, USA",Blue,0,Lightweight,Male,Joe Lauzon,Chris Gruetzemacher,33.0,31.0,1453,2018
Keith Peterson,2018-04-07,"Brooklyn, New York, USA",Red,1,Strawweight,Women,Rose Namajunas,Joanna Jedrzejczyk,25.0,30.0,1454,2018
Dan Miragliotta,2018-04-07,"Brooklyn, New York, USA",Red,1,Lightweight,Male,Khabib Nurmagomedov,Al Iaquinta,29.0,30.0,1455,2018
Rob Hinds,2018-04-07,"Brooklyn, New York, USA",Blue,0,Error,Women,Bec Rawlings,Ashlee Evans-Smith,29.0,30.0,1456,2018
Todd Ronald Anderson,2018-04-07,"Brooklyn, New York, USA",Blue,0,Lightweight,Male,Evan Dunham,Olivier Aubin-Mercier,36.0,29.0,1457,2018
Dan Miragliotta,2018-04-07,"Brooklyn, New York, USA",Red,0,Light heavyweight,Male,Devin Clark,Mike Rodriguez,27.0,29.0,1458,2018
Leon Roberts,2018-03-17,"London, England, United Kingdom",Red,0,Welterweight,Male,Danny Roberts,Oliver Enkamp,30.0,26.0,1459,2018
Marc Goddard,2018-03-17,"London, England, United Kingdom",Blue,0,Middleweight,Male,John Phillips,Charles Byrd,32.0,34.0,1460,2018
Grant Waterman,2018-03-17,"London, England, United Kingdom",Red,0,Bantamweight,Male,Tom Duquesnoy,Terrion Ware,24.0,31.0,1461,2018
Marc Goddard,2018-03-17,"London, England, United Kingdom",Red,0,Light heavyweight,Male,Paul Craig,Magomed Ankalaev,30.0,25.0,1462,2018
Rich Mitchell,2018-03-17,"London, England, United Kingdom",Red,0,Welterweight,Male,Leon Edwards,Peter Sobotta,26.0,31.0,1463,2018
Leon Roberts,2018-03-17,"London, England, United Kingdom",Blue,0,Light heavyweight,Male,Jimi Manuwa,Jan Blachowicz,38.0,35.0,1464,2018
Marc Goddard,2018-03-17,"London, England, United Kingdom",Blue,0,Error,Male,Fabricio Werdum,Alexander Volkov,40.0,29.0,1465,2018
Rich Mitchell,2018-03-17,"London, England, United Kingdom",Red,0,Featherweight,Male,Danny Henry,Hakeem Dawodu,29.0,26.0,1466,2018
Leon Roberts,2018-03-17,"London, England, United Kingdom",Blue,0,Lightweight,Male,Stevie Ray,Kajan Johnson,27.0,33.0,1467,2018
Grant Waterman,2018-03-17,"London, England, United Kingdom",Blue,0,Heavyweight,Male,Mark Godbeer,Dmitry Sosnovskiy,34.0,28.0,1468,2018
Herb Dean,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Male,Stefan Struve,Andrei Arlovski,30.0,39.0,1469,2018
Chris Tognoni,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Strawweight,Women,Ashley Yoder,Mackenzie Dern,30.0,24.0,1470,2018
Jason Herzog,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Frankie Edgar,Brian Ortega,36.0,27.0,1471,2018
Herb Dean,2018-03-03,"Las Vegas, Nevada, USA",Red,1,Peso_Pactado,Women,Cristiane Justino,Yana Kunitskaya,32.0,28.0,1472,2018
Jason Herzog,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Beneil Dariush,Alexander Hernandez,28.0,25.0,1473,2018
Jason Herzog,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Women,Cat Zingano,Ketlen Vieira,35.0,26.0,1474,2018
Chris Tognoni,2018-03-03,"Las Vegas, Nevada, USA",Red,0,Bantamweight,Male,John Dodson,Pedro Munhoz,33.0,31.0,1475,2018
Mark Smith,2018-03-03,"Las Vegas, Nevada, USA",Red,0,Bantamweight,Male,Sean O'Malley,Andre Soukhamthath,23.0,29.0,1476,2018
Herb Dean,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Welterweight,Male,Mike Pyle,Zak Ottow,42.0,31.0,1477,2018
Mark Smith,2018-03-03,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,CB Dollaway,Hector Lombard,34.0,40.0,1478,2018
Chris Tognoni,2018-03-03,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Bryan Caraway,Cody Stamann,33.0,28.0,1479,2018
Mark Smith,2018-03-03,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Jordan Johnson,Adam Milstead,29.0,30.0,1480,2018
Kevin MacDonald,2018-02-24,"Orlando, Florida, USA",Red,0,Strawweight,Women,Jessica Andrade,Tecia Torres,26.0,28.0,1481,2018
Dan Miragliotta,2018-02-24,"Orlando, Florida, USA",Blue,0,Featherweight,Male,Josh Emmett,Jeremy Stephens,32.0,31.0,1482,2018
Dan Miragliotta,2018-02-24,"Orlando, Florida, USA",Blue,0,Featherweight,Male,Renan Barao,Brian Kelleher,31.0,31.0,1483,2018
Kevin MacDonald,2018-02-24,"Orlando, Florida, USA",Blue,0,Bantamweight,Women,Sara McMann,Marion Reneau,37.0,40.0,1484,2018
Jorge Alonso,2018-02-24,"Orlando, Florida, USA",Blue,0,Light heavyweight,Male,Ovince Saint Preux,Ilir Latifi,34.0,34.0,1485,2018
Andrew Glenn,2018-02-24,"Orlando, Florida, USA",Blue,0,Welterweight,Male,Mike Perry,Max Griffin,26.0,32.0,1486,2018
Andrew Glenn,2018-02-24,"Orlando, Florida, USA",Blue,0,Welterweight,Male,Ben Saunders,Alan Jouban,34.0,36.0,1487,2018
Jorge Alonso,2018-02-24,"Orlando, Florida, USA",Blue,0,Peso_Pactado,Women,Maryna Moroz,Angela Hill,26.0,33.0,1488,2018
Andrew Glenn,2018-02-24,"Orlando, Florida, USA",Blue,0,Error,Male,Albert Morales,Manny Bermudez,26.0,23.0,1489,2018
Dan Miragliotta,2018-02-24,"Orlando, Florida, USA",Red,0,Light heavyweight,Male,Sam Alvey,Marcin Prachnio,31.0,29.0,1490,2018
Kevin MacDonald,2018-02-24,"Orlando, Florida, USA",Red,0,Bantamweight,Male,Rani Yahya,Russell Doane,33.0,31.0,1491,2018
Jorge Alonso,2018-02-24,"Orlando, Florida, USA",Blue,0,Flyweight,Male,Eric Shelton,Alex Perez,27.0,25.0,1492,2018
Jacob Montalvo,2018-02-18,"Austin, Texas, USA",Red,0,Welterweight,Male,Geoff Neal,Brian Camozzi,27.0,26.0,1493,2018
Dan Miragliotta,2018-02-18,"Austin, Texas, USA",Blue,0,Peso_Pactado,Male,Steven Peterson,Brandon Davis,27.0,27.0,1494,2018
Dan Miragliotta,2018-02-18,"Austin, Texas, USA",Red,0,Peso_Pactado,Male,Derrick Lewis,Marcin Tybura,33.0,32.0,1495,2018
Jacob Montalvo,2018-02-18,"Austin, Texas, USA",Blue,0,Welterweight,Male,Thiago Alves,Curtis Millender,34.0,30.0,1496,2018
Dan Miragliotta,2018-02-18,"Austin, Texas, USA",Blue,0,Error,Male,Jared Gordon,Diego Ferreira,29.0,33.0,1497,2018
Kerry Hatley,2018-02-18,"Austin, Texas, USA",Red,0,Peso_Pactado,Male,Sage Northcutt,Thibault Gouti,21.0,30.0,1498,2018
Kerry Hatley,2018-02-18,"Austin, Texas, USA",Red,0,Lightweight,Male,James Vick,Francisco Trinaldo,30.0,39.0,1499,2018
Herb Dean,2018-02-18,"Austin, Texas, USA",Red,0,Lightweight,Male,Donald Cerrone,Yancy Medeiros,34.0,30.0,1500,2018
Kerry Hatley,2018-02-18,"Austin, Texas, USA",Red,0,Middleweight,Male,Oskar Piechota,Tim Williams,28.0,31.0,1501,2018
Herb Dean,2018-02-18,"Austin, Texas, USA",Red,0,Error,Male,Robert Sanchez,Joby Sanchez,31.0,26.0,1502,2018
Herb Dean,2018-02-18,"Austin, Texas, USA",Blue,0,Welterweight,Male,Joshua Burkman,Alex Morono,37.0,27.0,1503,2018
Jacob Montalvo,2018-02-18,"Austin, Texas, USA",Blue,0,Peso_Pactado,Women,Sarah Moras,Lucie Pudilova,29.0,23.0,1504,2018
Marc Goddard,2018-02-10,"Perth, Western Australia, Australia",Red,0,Featherweight,Male,Alexander Volkanovski,Jeremy Kennedy,29.0,25.0,1505,2018
Steve Perceval,2018-02-10,"Perth, Western Australia, Australia",Blue,0,Middleweight,Male,Rob Wilkinson,Israel Adesanya,25.0,28.0,1506,2018
John Sharp,2018-02-10,"Perth, Western Australia, Australia",Blue,0,Heavyweight,Male,Mark Hunt,Curtis Blaydes,43.0,26.0,1507,2018
Peter Hickmott,2018-02-10,"Perth, Western Australia, Australia",Red,0,Peso_Pactado,Male,Tyson Pedro,Saparbeg Safarov,26.0,31.0,1508,2018
